case_id,from_resource,to_resource,activity,timestamp,message
S_llm_agent_proxy_0157,Clerk-000008,AML Investigator-000002,AML check,2023-05-01T15:40:18+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0157,AML Investigator-000002,Appraiser-000002,Appraise property,2023-05-01T16:28:31+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0157,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-05-01T18:14:03+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0157,Loan Officer-000002,Loan Officer-000004,Design loan offer,2023-05-01T18:34:03+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0157,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-05-04T11:34:22+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0157,Senior Officer-000002,Clerk-000004,Cancel application,2023-05-04T11:54:22+00:00,Handover for Cancel application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0158,Clerk-000008,AML Investigator-000001,AML check,2023-05-01T15:14:06+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0158,AML Investigator-000001,Clerk-000001,Check credit history,2023-05-01T15:20:50+00:00,Handover for Check credit history; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0158,Clerk-000001,Appraiser-000002,Appraise property,2023-05-01T16:31:36+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0158,Appraiser-000002,Loan Officer-000004,Assess loan risk,2023-05-01T17:11:06+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0158,Loan Officer-000004,Loan Officer-000001,Design loan offer,2023-05-01T17:31:06+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0158,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-05-01T17:37:53+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0158,Senior Officer-000002,Clerk-000003,Approve application,2023-05-01T17:57:53+00:00,Handover for Approve application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0159,Clerk-000004,Clerk-000008,Check credit history,2023-05-01T16:09:41+00:00,Handover for Check credit history; selected Clerk-000008 from 7 feasible resources.
S_llm_agent_proxy_0159,Clerk-000008,AML Investigator-000002,AML check,2023-05-01T16:11:05+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0159,AML Investigator-000002,Appraiser-000001,Appraise property,2023-05-01T16:19:38+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0159,Appraiser-000001,Loan Officer-000001,Assess loan risk,2023-05-01T17:19:03+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0159,Loan Officer-000001,Clerk-000001,Reject application,2023-05-01T17:39:03+00:00,Handover for Reject application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0160,Clerk-000005,AML Investigator-000001,AML check,2023-05-01T16:02:59+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0160,AML Investigator-000001,Appraiser-000001,Appraise property,2023-05-01T16:39:24+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0160,Appraiser-000001,Clerk-000003,Check credit history,2023-05-01T16:51:10+00:00,Handover for Check credit history; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0160,Clerk-000003,Loan Officer-000002,Assess loan risk,2023-05-02T10:06:46+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0160,Loan Officer-000002,Clerk-000001,Reject application,2023-05-02T10:26:46+00:00,Handover for Reject application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0161,Clerk-000001,AML Investigator-000001,AML check,2023-05-01T17:05:22+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0161,AML Investigator-000001,Appraiser-000001,Appraise property,2023-05-01T17:07:20+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0161,Appraiser-000001,Clerk-000001,Check credit history,2023-05-01T17:32:08+00:00,Handover for Check credit history; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0161,Clerk-000001,Loan Officer-000004,Assess loan risk,2023-05-01T18:47:51+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0161,Loan Officer-000004,Loan Officer-000003,Design loan offer,2023-05-01T19:07:51+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0161,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-05-01T19:18:20+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0161,Senior Officer-000002,Clerk-000004,Approve application,2023-05-01T19:38:20+00:00,Handover for Approve application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0162,Clerk-000006,Appraiser-000001,Appraise property,2023-05-01T17:03:16+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0162,Appraiser-000001,Clerk-000005,Check credit history,2023-05-01T17:11:41+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0162,Clerk-000005,AML Investigator-000001,AML check,2023-05-02T09:51:16+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0162,AML Investigator-000001,Loan Officer-000004,Assess loan risk,2023-05-03T03:19:26+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0162,Loan Officer-000004,Loan Officer-000002,Design loan offer,2023-05-03T03:39:26+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0162,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-05-03T03:53:56+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0162,Senior Officer-000002,Clerk-000008,Approve application,2023-05-03T04:13:56+00:00,Handover for Approve application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0163,Clerk-000008,Clerk-000005,Return application back to applicant,2023-05-01T17:43:20+00:00,Handover for Return application back to applicant; selected Clerk-000005 from 6 feasible resources.
S_llm_agent_proxy_0163,Clerk-000005,Applicant-000001,Applicant completes form,2023-05-01T18:58:55+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0163,Applicant-000001,Clerk-000002,Check application form completeness,2023-05-02T11:58:55+00:00,Handover for Check application form completeness; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0163,Clerk-000002,Appraiser-000002,Appraise property,2023-05-02T12:26:14+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0163,Appraiser-000002,Clerk-000007,Check credit history,2023-05-02T14:23:05+00:00,Handover for Check credit history; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0163,Clerk-000007,AML Investigator-000002,AML check,2023-05-02T14:28:27+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0163,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-05-02T14:45:42+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0163,Loan Officer-000001,Loan Officer-000003,Design loan offer,2023-05-02T15:05:42+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0163,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-05-02T15:17:52+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0163,Senior Officer-000002,Clerk-000003,Approve application,2023-05-02T15:37:52+00:00,Handover for Approve application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0164,Clerk-000008,Clerk-000004,Check credit history,2023-05-01T18:19:31+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0164,Clerk-000004,AML Investigator-000002,AML check,2023-05-01T18:23:02+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0164,AML Investigator-000002,Appraiser-000002,Appraise property,2023-05-01T18:30:30+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0164,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-05-01T19:27:55+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0164,Loan Officer-000002,Senior Officer-000001,Approve loan offer,2023-05-01T20:06:37+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0164,Senior Officer-000001,Clerk-000007,Cancel application,2023-05-01T20:26:37+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0165,Clerk-000003,Clerk-000008,Check credit history,2023-05-01T18:30:46+00:00,Handover for Check credit history; selected Clerk-000008 from 7 feasible resources.
S_llm_agent_proxy_0165,Clerk-000008,Appraiser-000001,Appraise property,2023-05-01T18:48:02+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0165,Appraiser-000001,AML Investigator-000002,AML check,2023-05-01T19:06:20+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0165,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-05-01T19:11:26+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0165,Loan Officer-000001,Clerk-000002,Reject application,2023-05-01T19:31:26+00:00,Handover for Reject application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0166,Clerk-000007,Clerk-000004,Check credit history,2023-05-01T19:00:41+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0166,Clerk-000004,AML Investigator-000002,AML check,2023-05-01T20:20:59+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0166,AML Investigator-000002,Appraiser-000002,Appraise property,2023-05-01T21:49:02+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0166,Appraiser-000002,Loan Officer-000003,Assess loan risk,2023-05-01T21:55:21+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0166,Loan Officer-000003,Loan Officer-000002,Design loan offer,2023-05-01T22:15:21+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0166,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-05-01T22:22:15+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0166,Senior Officer-000002,Clerk-000002,Approve application,2023-05-01T22:42:15+00:00,Handover for Approve application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0167,Clerk-000002,Appraiser-000002,Appraise property,2023-05-01T19:42:15+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0167,Appraiser-000002,Clerk-000004,Check credit history,2023-05-01T20:28:57+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0167,Clerk-000004,AML Investigator-000002,AML check,2023-05-02T15:43:29+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0167,AML Investigator-000002,Loan Officer-000004,Assess loan risk,2023-05-02T15:47:50+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0167,Loan Officer-000004,Loan Officer-000003,Design loan offer,2023-05-02T16:07:50+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0167,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-05-02T16:12:59+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0167,Senior Officer-000002,Clerk-000003,Cancel application,2023-05-02T16:32:59+00:00,Handover for Cancel application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0168,Clerk-000006,Clerk-000008,Check credit history,2023-05-01T21:14:27+00:00,Handover for Check credit history; selected Clerk-000008 from 7 feasible resources.
S_llm_agent_proxy_0168,Clerk-000008,Appraiser-000001,Appraise property,2023-05-01T21:31:05+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0168,Appraiser-000001,AML Investigator-000002,AML check,2023-05-01T21:43:07+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0168,AML Investigator-000002,Loan Officer-000002,Assess loan risk,2023-05-01T21:59:16+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0168,Loan Officer-000002,Clerk-000008,Reject application,2023-05-01T22:19:16+00:00,Handover for Reject application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0169,Clerk-000008,Clerk-000001,Check credit history,2023-05-01T20:41:36+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0169,Clerk-000001,Appraiser-000001,Appraise property,2023-05-02T15:11:37+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0169,Appraiser-000001,AML Investigator-000002,AML check,2023-05-02T15:39:22+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0169,AML Investigator-000002,Loan Officer-000004,Assess loan risk,2023-05-02T16:05:14+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0169,Loan Officer-000004,Loan Officer-000002,Design loan offer,2023-05-02T16:25:14+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0169,Loan Officer-000002,Senior Officer-000001,Approve loan offer,2023-05-02T16:25:49+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0169,Senior Officer-000001,Clerk-000002,Approve application,2023-05-02T16:45:49+00:00,Handover for Approve application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0170,Clerk-000002,AML Investigator-000002,AML check,2023-05-01T21:00:53+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0170,AML Investigator-000002,Appraiser-000002,Appraise property,2023-05-01T21:06:19+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0170,Appraiser-000002,Clerk-000006,Check credit history,2023-05-01T21:22:55+00:00,Handover for Check credit history; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0170,Clerk-000006,Loan Officer-000003,Assess loan risk,2023-05-02T14:07:39+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0170,Loan Officer-000003,Clerk-000007,Reject application,2023-05-02T14:27:39+00:00,Handover for Reject application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0171,Clerk-000002,AML Investigator-000002,AML check,2023-05-01T21:59:41+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0171,AML Investigator-000002,Clerk-000002,Check credit history,2023-05-01T22:21:38+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0171,Clerk-000002,Appraiser-000002,Appraise property,2023-05-01T22:25:27+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0171,Appraiser-000002,Loan Officer-000004,Assess loan risk,2023-05-01T23:54:33+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0171,Loan Officer-000004,Clerk-000006,Reject application,2023-05-02T00:14:33+00:00,Handover for Reject application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0172,Clerk-000008,Appraiser-000002,Appraise property,2023-05-02T14:11:31+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0172,Appraiser-000002,Clerk-000005,Check credit history,2023-05-02T14:58:45+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0172,Clerk-000005,AML Investigator-000002,AML check,2023-05-02T15:05:17+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0172,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-05-03T09:36:24+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0172,Loan Officer-000001,Loan Officer-000003,Design loan offer,2023-05-03T09:56:24+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0172,Loan Officer-000003,Senior Officer-000001,Approve loan offer,2023-05-03T10:01:59+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0172,Senior Officer-000001,Clerk-000005,Cancel application,2023-05-03T10:21:59+00:00,Handover for Cancel application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0173,Clerk-000008,Clerk-000003,Check credit history,2023-05-01T22:32:19+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0173,Clerk-000003,AML Investigator-000002,AML check,2023-05-01T23:17:46+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0173,AML Investigator-000002,Appraiser-000001,Appraise property,2023-05-01T23:19:53+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0173,Appraiser-000001,Loan Officer-000002,Assess loan risk,2023-05-02T00:18:53+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0173,Loan Officer-000002,Clerk-000003,Reject application,2023-05-02T00:38:53+00:00,Handover for Reject application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0174,Clerk-000003,Clerk-000007,Check credit history,2023-05-01T23:14:48+00:00,Handover for Check credit history; selected Clerk-000007 from 7 feasible resources.
S_llm_agent_proxy_0174,Clerk-000007,Appraiser-000001,Appraise property,2023-05-01T23:31:39+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0174,Appraiser-000001,AML Investigator-000001,AML check,2023-05-02T00:20:24+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0174,AML Investigator-000001,Loan Officer-000002,Assess loan risk,2023-05-02T01:03:35+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0174,Loan Officer-000002,Loan Officer-000004,Design loan offer,2023-05-02T17:23:35+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0174,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-05-02T17:24:00+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0174,Senior Officer-000001,Clerk-000004,Approve application,2023-05-02T17:44:00+00:00,Handover for Approve application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0175,Clerk-000008,AML Investigator-000001,AML check,2023-05-01T23:37:14+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0175,AML Investigator-000001,Clerk-000004,Check credit history,2023-05-02T02:05:20+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0175,Clerk-000004,Appraiser-000001,Appraise property,2023-05-02T02:39:03+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0175,Appraiser-000001,Loan Officer-000001,Assess loan risk,2023-05-02T03:37:40+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0175,Loan Officer-000001,Clerk-000006,Reject application,2023-05-02T03:57:40+00:00,Handover for Reject application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0176,Clerk-000006,AML Investigator-000001,AML check,2023-05-02T00:29:43+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0176,AML Investigator-000001,Clerk-000002,Check credit history,2023-05-02T01:12:52+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0176,Clerk-000002,Appraiser-000002,Appraise property,2023-05-02T02:26:05+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0176,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-05-02T02:50:09+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0176,Loan Officer-000002,Loan Officer-000003,Design loan offer,2023-05-02T03:10:09+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0176,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-05-02T03:10:33+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0176,Senior Officer-000002,Clerk-000006,Cancel application,2023-05-02T03:30:33+00:00,Handover for Cancel application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0177,Clerk-000001,Clerk-000003,Check credit history,2023-05-02T00:43:29+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0177,Clerk-000003,Appraiser-000001,Appraise property,2023-05-02T00:56:27+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0177,Appraiser-000001,AML Investigator-000002,AML check,2023-05-02T01:51:56+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0177,AML Investigator-000002,Loan Officer-000002,Assess loan risk,2023-05-02T03:44:18+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0177,Loan Officer-000002,Loan Officer-000004,Design loan offer,2023-05-02T04:04:18+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0177,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-05-02T04:17:20+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0177,Senior Officer-000002,Clerk-000001,Cancel application,2023-05-02T04:37:20+00:00,Handover for Cancel application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0178,Clerk-000001,Clerk-000004,Check credit history,2023-05-02T01:48:57+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0178,Clerk-000004,Appraiser-000001,Appraise property,2023-05-02T02:11:47+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0178,Appraiser-000001,AML Investigator-000001,AML check,2023-05-02T18:41:55+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0178,AML Investigator-000001,Loan Officer-000001,Assess loan risk,2023-05-02T19:06:16+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0178,Loan Officer-000001,Loan Officer-000003,Design loan offer,2023-05-02T19:26:16+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0178,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-05-02T19:57:38+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0178,Senior Officer-000002,Clerk-000002,Approve application,2023-05-02T20:17:38+00:00,Handover for Approve application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0179,Clerk-000006,Clerk-000005,Check credit history,2023-05-02T01:57:14+00:00,Handover for Check credit history; selected Clerk-000005 from 7 feasible resources.
S_llm_agent_proxy_0179,Clerk-000005,AML Investigator-000001,AML check,2023-05-02T02:36:00+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0179,AML Investigator-000001,Appraiser-000001,Appraise property,2023-05-02T02:46:52+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0179,Appraiser-000001,Loan Officer-000004,Assess loan risk,2023-05-02T03:34:57+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0179,Loan Officer-000004,Loan Officer-000001,Design loan offer,2023-05-02T03:54:57+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0179,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-05-02T03:56:03+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0179,Senior Officer-000001,Clerk-000002,Cancel application,2023-05-02T04:16:03+00:00,Handover for Cancel application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0180,Clerk-000001,AML Investigator-000002,AML check,2023-05-02T02:20:18+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0180,AML Investigator-000002,Clerk-000008,Check credit history,2023-05-02T19:41:15+00:00,Handover for Check credit history; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0180,Clerk-000008,Appraiser-000001,Appraise property,2023-05-02T20:12:55+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0180,Appraiser-000001,Loan Officer-000004,Assess loan risk,2023-05-02T23:16:35+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0180,Loan Officer-000004,Loan Officer-000003,Design loan offer,2023-05-02T23:36:35+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0180,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-05-02T23:49:24+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0180,Senior Officer-000002,Clerk-000008,Cancel application,2023-05-03T00:09:24+00:00,Handover for Cancel application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0181,Clerk-000005,Clerk-000006,Return application back to applicant,2023-05-02T03:15:28+00:00,Handover for Return application back to applicant; selected Clerk-000006 from 4 feasible resources.
S_llm_agent_proxy_0181,Clerk-000006,Applicant-000001,Applicant completes form,2023-05-02T03:20:28+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0181,Applicant-000001,Clerk-000004,Check application form completeness,2023-05-02T04:20:28+00:00,Handover for Check application form completeness; selected Clerk-000004 from 8 feasible resources.
